,transaction_id,item,quantity,price_per_unit,total_spent,transaction_date,transaction_month,transaction_month_name,transaction_day_name
1975,txn_1437275,coffee,3,2.0,6.0,2023-07-22,7,July,Saturday
1976,txn_5791605,smoothie,3,4.0,12.0,2023-05-17,5,May,Wednesday
1977,txn_5836079,coffee,1,2.0,2.0,2023-07-14,7,July,Friday
1978,txn_2897115,coffee,3,2.0,6.0,2023-06-23,6,June,Friday
1979,txn_8916613,salad,4,5.0,20.0,2023-06-19,6,June,Monday
1980,txn_9251292,tea,2,1.5,3.0,2023-01-20,1,January,Friday
1981,txn_9639025,coffee,5,2.0,10.0,2023-12-06,12,December,Wednesday
1982,txn_7770253,coffee,5,2.0,10.0,2023-01-06,1,January,Friday
1983,txn_9196116,cake,2,3.0,6.0,2023-07-06,7,July,Thursday
1984,txn_5405799,coffee,3,2.0,6.0,2023-08-13,8,August,Sunday
1985,txn_1701500,smoothie,1,4.0,4.0,2023-01-05,1,January,Thursday
1986,txn_6669163,cookie,1,1.0,1.0,2023-07-26,7,July,Wednesday
1987,txn_9695128,cake,1,3.0,3.0,2023-12-21,12,December,Thursday
1988,txn_8700156,tea,4,1.5,6.0,2023-12-25,12,December,Monday
1989,txn_7192920,smoothie,4,4.0,16.0,2023-02-28,2,February,Tuesday
1990,txn_1866816,juice,3,3.0,9.0,2023-08-21,8,August,Monday
1991,txn_2423762,coffee,1,2.0,2.0,2023-08-12,8,August,Saturday
1992,txn_4007506,salad,1,5.0,5.0,2023-01-19,1,January,Thursday
1993,txn_4371760,smoothie,2,4.0,8.0,2023-01-12,1,January,Thursday
1994,txn_4468830,smoothie,4,4.0,16.0,2023-11-10,11,November,Friday
1995,txn_1908100,juice,2,3.0,6.0,2023-04-17,4,April,Monday
1996,txn_3892344,cookie,2,1.0,2.0,2023-07-28,7,July,Friday
1997,txn_3023841,tea,3,1.5,4.5,2023-04-29,4,April,Saturday
1998,txn_8793244,cake,4,3.0,12.0,2023-05-08,5,May,Monday
1999,txn_5764993,salad,3,5.0,15.0,2023-04-26,4,April,Wednesday
2001,txn_2628941,smoothie,1,4.0,4.0,2023-12-27,12,December,Wednesday
2002,txn_5206049,cookie,3,1.0,3.0,2023-06-24,6,June,Saturday
2003,txn_5448602,juice,3,3.0,9.0,2023-01-17,1,January,Tuesday
2004,txn_1346517,coffee,1,2.0,2.0,2023-03-20,3,March,Monday
2005,txn_9277534,smoothie,2,4.0,8.0,2023-04-25,4,April,Tuesday
2006,txn_4946991,cake,1,3.0,3.0,2023-04-17,4,April,Monday
2007,txn_9663098,juice,2,3.0,6.0,2023-06-10,6,June,Saturday
2008,txn_2492586,salad,3,5.0,15.0,2023-05-17,5,May,Wednesday
2009,txn_2450799,tea,5,1.5,7.5,2023-11-26,11,November,Sunday
2010,txn_6145837,cake,5,3.0,15.0,2023-08-27,8,August,Sunday
2011,txn_3665727,cookie,1,1.0,1.0,2023-10-13,10,October,Friday
2012,txn_5067056,sandwich,1,4.0,4.0,2023-08-13,8,August,Sunday
2013,txn_8453110,smoothie,3,4.0,12.0,2023-06-24,6,June,Saturday
2014,txn_4954887,cookie,3,1.0,3.0,2023-06-11,6,June,Sunday
2015,txn_4449173,coffee,1,2.0,2.0,2023-04-05,4,April,Wednesday
2017,txn_6132959,salad,5,5.0,25.0,2023-07-01,7,July,Saturday
2018,txn_8626161,smoothie,3,4.0,12.0,2023-11-23,11,November,Thursday
2019,txn_7099050,salad,3,5.0,15.0,2023-01-18,1,January,Wednesday
2020,txn_8938663,coffee,1,2.0,2.0,2023-09-09,9,September,Saturday
2021,txn_5039624,cookie,4,1.0,4.0,2023-04-27,4,April,Thursday
2022,txn_9565465,tea,3,1.5,4.5,2023-12-26,12,December,Tuesday
2023,txn_6301600,juice,4,3.0,12.0,2023-02-28,2,February,Tuesday
2025,txn_4784128,sandwich,3,4.0,12.0,2023-08-27,8,August,Sunday
2026,txn_5807634,sandwich,5,4.0,20.0,2023-05-23,5,May,Tuesday
2027,txn_5560205,coffee,3,2.0,6.0,2023-12-22,12,December,Friday
2028,txn_2193092,juice,4,3.0,12.0,2023-10-30,10,October,Monday
2030,txn_1833277,tea,2,1.5,3.0,2023-10-19,10,October,Thursday
2032,txn_6119798,salad,1,5.0,5.0,2023-09-19,9,September,Tuesday
2033,txn_9793353,coffee,3,2.0,6.0,2023-08-21,8,August,Monday
2034,txn_5017895,salad,4,5.0,20.0,2023-09-25,9,September,Monday
2035,txn_4547995,cake,3,3.0,9.0,2023-11-30,11,November,Thursday
2036,txn_7032256,sandwich,5,4.0,20.0,2023-03-13,3,March,Monday
2037,txn_2578309,smoothie,3,4.0,12.0,2023-05-05,5,May,Friday
2038,txn_2064360,coffee,4,2.0,8.0,2023-08-30,8,August,Wednesday
2039,txn_5508573,cake,1,3.0,3.0,2023-12-17,12,December,Sunday
2040,txn_7125392,cookie,4,1.0,4.0,2023-07-05,7,July,Wednesday
2041,txn_2564219,salad,1,5.0,5.0,2023-07-18,7,July,Tuesday
2042,txn_1203954,sandwich,1,4.0,4.0,2023-08-12,8,August,Saturday
2043,txn_4671054,salad,4,5.0,20.0,2023-06-20,6,June,Tuesday
2044,txn_4488222,tea,3,1.5,4.5,2023-03-13,3,March,Monday
2045,txn_3103967,juice,2,3.0,6.0,2023-11-12,11,November,Sunday
2046,txn_9853577,sandwich,2,4.0,8.0,2023-04-30,4,April,Sunday
2047,txn_4349597,juice,4,3.0,12.0,2023-08-21,8,August,Monday
2048,txn_3353214,smoothie,5,4.0,20.0,2023-08-12,8,August,Saturday
2049,txn_7122708,sandwich,5,4.0,20.0,2023-06-23,6,June,Friday
2050,txn_8788437,coffee,1,2.0,2.0,2023-11-19,11,November,Sunday
2051,txn_1672443,coffee,1,2.0,2.0,2023-10-03,10,October,Tuesday
2052,txn_6277500,coffee,4,2.0,8.0,2023-01-09,1,January,Monday
2053,txn_6671827,salad,1,5.0,5.0,2023-08-09,8,August,Wednesday
2054,txn_4647042,sandwich,5,4.0,20.0,2023-04-25,4,April,Tuesday
2055,txn_1183212,juice,4,3.0,12.0,2023-06-30,6,June,Friday
2056,txn_8426712,cookie,3,1.0,3.0,2023-05-22,5,May,Monday
2057,txn_5894676,smoothie,5,4.0,20.0,2023-06-17,6,June,Saturday
2058,txn_1411744,smoothie,4,4.0,16.0,2023-09-17,9,September,Sunday
2059,txn_6610554,coffee,5,2.0,10.0,2023-10-28,10,October,Saturday
2060,txn_6169248,juice,5,3.0,15.0,2023-08-12,8,August,Saturday
2061,txn_1581997,salad,4,5.0,20.0,2023-08-26,8,August,Saturday
2062,txn_4868913,cake,4,3.0,12.0,2023-06-30,6,June,Friday
2063,txn_8277553,tea,3,1.5,4.5,2023-09-26,9,September,Tuesday
2064,txn_4030197,salad,3,5.0,15.0,2023-03-05,3,March,Sunday
2065,txn_7276927,coffee,5,2.0,10.0,2023-07-06,7,July,Thursday
2066,txn_3912836,salad,1,5.0,5.0,2023-11-23,11,November,Thursday
2067,txn_3833729,smoothie,4,4.0,16.0,2023-11-13,11,November,Monday
2068,txn_7054393,coffee,2,2.0,4.0,2023-05-30,5,May,Tuesday
2069,txn_1395083,juice,1,3.0,3.0,2023-07-08,7,July,Saturday
2070,txn_8784653,smoothie,1,4.0,4.0,2023-09-12,9,September,Tuesday
2071,txn_3943666,juice,4,3.0,12.0,2023-03-15,3,March,Wednesday
2072,txn_8308672,salad,2,5.0,10.0,2023-01-01,1,January,Sunday
2073,txn_3190959,tea,2,1.5,3.0,2023-12-16,12,December,Saturday
2074,txn_6199016,juice,1,3.0,3.0,2023-02-14,2,February,Tuesday
2075,txn_9301279,smoothie,1,4.0,4.0,2023-05-27,5,May,Saturday
2076,txn_8900751,sandwich,1,4.0,4.0,2023-01-30,1,January,Monday
2077,txn_6542877,juice,1,3.0,3.0,2023-12-06,12,December,Wednesday
2078,txn_5516804,sandwich,5,4.0,20.0,2023-09-26,9,September,Tuesday
2079,txn_6345733,coffee,1,2.0,2.0,2023-11-26,11,November,Sunday
2080,txn_5834491,tea,3,1.5,4.5,2023-08-13,8,August,Sunday
2081,txn_1667192,cake,4,3.0,12.0,2023-07-17,7,July,Monday
2082,txn_1454730,coffee,5,2.0,10.0,2023-07-21,7,July,Friday
2083,txn_3243832,cake,2,3.0,6.0,2023-08-10,8,August,Thursday
2084,txn_7501717,sandwich,1,4.0,4.0,2023-08-03,8,August,Thursday
2085,txn_1351151,smoothie,1,4.0,4.0,2023-10-03,10,October,Tuesday
2086,txn_6117497,coffee,2,2.0,4.0,2023-02-13,2,February,Monday
2088,txn_3818464,cake,2,3.0,6.0,2023-03-02,3,March,Thursday
2089,txn_2093816,sandwich,3,4.0,12.0,2023-04-06,4,April,Thursday
2090,txn_7694020,cookie,2,1.0,2.0,2023-08-06,8,August,Sunday
2091,txn_4215488,salad,5,5.0,25.0,2023-10-07,10,October,Saturday
2092,txn_5167425,juice,5,3.0,15.0,2023-08-04,8,August,Friday
2093,txn_7075261,juice,1,3.0,3.0,2023-07-29,7,July,Saturday
2094,txn_2694724,sandwich,2,4.0,8.0,2023-06-26,6,June,Monday
2095,txn_8285304,cookie,1,1.0,1.0,2023-07-09,7,July,Sunday
2096,txn_7415686,sandwich,3,4.0,12.0,2023-04-13,4,April,Thursday
2097,txn_8877644,cookie,2,1.0,2.0,2023-09-01,9,September,Friday
2098,txn_7231548,smoothie,3,4.0,12.0,2023-11-06,11,November,Monday
2099,txn_2879361,juice,3,3.0,9.0,2023-11-22,11,November,Wednesday
2100,txn_5956755,sandwich,5,4.0,20.0,2023-03-05,3,March,Sunday
2101,txn_6124342,cake,3,3.0,9.0,2023-09-14,9,September,Thursday
2102,txn_3824443,smoothie,3,4.0,12.0,2023-10-08,10,October,Sunday
2103,txn_6778177,cookie,4,1.0,4.0,2023-10-12,10,October,Thursday
2104,txn_2634410,smoothie,3,4.0,12.0,2023-07-15,7,July,Saturday
2105,txn_6975750,juice,5,3.0,15.0,2023-01-08,1,January,Sunday
2108,txn_3484190,coffee,5,2.0,10.0,2023-12-27,12,December,Wednesday
2109,txn_2621008,cookie,2,1.0,2.0,2023-10-21,10,October,Saturday
2110,txn_5429861,cake,1,3.0,3.0,2023-03-20,3,March,Monday
2111,txn_2828596,coffee,2,2.0,4.0,2023-11-25,11,November,Saturday
2112,txn_6348290,coffee,4,2.0,8.0,2023-01-24,1,January,Tuesday
2113,txn_9813943,salad,2,5.0,10.0,2023-04-06,4,April,Thursday
2114,txn_2364171,juice,4,3.0,12.0,2023-05-18,5,May,Thursday
2115,txn_8002886,coffee,5,2.0,10.0,2023-05-28,5,May,Sunday
2116,txn_9956671,cake,3,3.0,9.0,2023-05-05,5,May,Friday
2117,txn_7694491,salad,3,5.0,15.0,2023-09-01,9,September,Friday
2118,txn_7517996,cake,2,3.0,6.0,2023-10-22,10,October,Sunday
2119,txn_1655827,cake,1,3.0,3.0,2023-09-06,9,September,Wednesday
2120,txn_6047026,smoothie,2,4.0,8.0,2023-03-24,3,March,Friday
2122,txn_2764962,tea,2,1.5,3.0,2023-08-13,8,August,Sunday
2123,txn_5396727,juice,2,3.0,6.0,2023-10-13,10,October,Friday
2124,txn_5198827,tea,5,1.5,7.5,2023-02-15,2,February,Wednesday
2125,txn_8023817,juice,4,3.0,12.0,2023-05-08,5,May,Monday
2126,txn_3413185,cake,4,3.0,12.0,2023-03-03,3,March,Friday
2127,txn_9783452,juice,3,3.0,9.0,2023-04-11,4,April,Tuesday
2128,txn_4171507,tea,1,1.5,1.5,2023-10-26,10,October,Thursday
2129,txn_1491299,juice,2,3.0,6.0,2023-02-27,2,February,Monday
2130,txn_4187327,tea,2,1.5,3.0,2023-04-01,4,April,Saturday
2131,txn_3277379,salad,2,5.0,10.0,2023-01-06,1,January,Friday
2132,txn_2568101,salad,5,5.0,25.0,2023-08-03,8,August,Thursday
2133,txn_3247340,tea,3,1.5,4.5,2023-12-25,12,December,Monday
2134,txn_7797321,sandwich,5,4.0,20.0,2023-11-26,11,November,Sunday
2136,txn_3044825,tea,1,1.5,1.5,2023-08-14,8,August,Monday
2137,txn_9019429,smoothie,2,4.0,8.0,2023-05-11,5,May,Thursday
2138,txn_9744862,juice,4,3.0,12.0,2023-09-19,9,September,Tuesday
2140,txn_4543880,salad,3,5.0,15.0,2023-07-18,7,July,Tuesday
2141,txn_4064245,juice,3,3.0,9.0,2023-02-20,2,February,Monday
2142,txn_8777692,coffee,4,2.0,8.0,2023-12-06,12,December,Wednesday
2143,txn_9126502,smoothie,5,4.0,20.0,2023-09-22,9,September,Friday
2144,txn_6626427,cookie,4,1.0,4.0,2023-02-13,2,February,Monday
2145,txn_4507755,cake,2,3.0,6.0,2023-05-10,5,May,Wednesday
2146,txn_3928766,juice,5,3.0,15.0,2023-01-14,1,January,Saturday
2147,txn_9104535,cake,4,3.0,12.0,2023-04-13,4,April,Thursday
2149,txn_4824773,salad,5,5.0,25.0,2023-06-06,6,June,Tuesday
2151,txn_6627338,juice,5,3.0,15.0,2023-12-03,12,December,Sunday
2152,txn_3555821,sandwich,3,4.0,12.0,2023-07-12,7,July,Wednesday
2153,txn_1372991,coffee,4,2.0,8.0,2023-11-17,11,November,Friday
2154,txn_6364938,coffee,3,2.0,6.0,2023-07-16,7,July,Sunday
2155,txn_3040823,smoothie,1,4.0,4.0,2023-10-06,10,October,Friday
2157,txn_4563646,juice,5,3.0,15.0,2023-10-10,10,October,Tuesday
2159,txn_2130415,coffee,1,2.0,2.0,2023-12-08,12,December,Friday
2160,txn_9617421,tea,1,1.5,1.5,2023-08-21,8,August,Monday
2161,txn_1738607,juice,2,3.0,6.0,2023-01-17,1,January,Tuesday
2162,txn_3832513,salad,1,5.0,5.0,2023-02-13,2,February,Monday
2163,txn_4128086,tea,4,1.5,6.0,2023-05-29,5,May,Monday
2164,txn_3927733,salad,5,5.0,25.0,2023-01-20,1,January,Friday
2165,txn_2518917,cookie,1,1.0,1.0,2023-05-21,5,May,Sunday
2166,txn_9489176,juice,5,3.0,15.0,2023-01-10,1,January,Tuesday
2167,txn_2004781,sandwich,5,4.0,20.0,2023-04-20,4,April,Thursday
2168,txn_3061266,cookie,4,1.0,4.0,2023-12-06,12,December,Wednesday
2169,txn_2036482,cake,1,3.0,3.0,2023-06-04,6,June,Sunday
2170,txn_7217284,salad,3,5.0,15.0,2023-12-29,12,December,Friday
2171,txn_5055872,sandwich,3,4.0,12.0,2023-02-05,2,February,Sunday
2172,txn_1386024,cake,4,3.0,12.0,2023-05-21,5,May,Sunday
2173,txn_8397155,salad,4,5.0,20.0,2023-08-16,8,August,Wednesday
2175,txn_4301188,smoothie,4,4.0,16.0,2023-12-23,12,December,Saturday
2176,txn_4522012,coffee,2,2.0,4.0,2023-04-13,4,April,Thursday
2177,txn_4650044,cookie,4,1.0,4.0,2023-06-21,6,June,Wednesday
2178,txn_5721215,tea,2,1.5,3.0,2023-05-17,5,May,Wednesday
2179,txn_7865220,smoothie,1,4.0,4.0,2023-06-28,6,June,Wednesday
2180,txn_1869147,smoothie,4,4.0,16.0,2023-11-21,11,November,Tuesday
2181,txn_3377885,sandwich,3,4.0,12.0,2023-05-08,5,May,Monday
2182,txn_9270865,smoothie,2,4.0,8.0,2023-11-06,11,November,Monday
2183,txn_7373126,smoothie,2,4.0,8.0,2023-11-18,11,November,Saturday
2184,txn_8097899,coffee,4,2.0,8.0,2023-09-05,9,September,Tuesday
2185,txn_6131415,tea,5,1.5,7.5,2023-11-24,11,November,Friday
2186,txn_1248436,cake,4,3.0,12.0,2023-08-14,8,August,Monday
2187,txn_1718733,coffee,3,2.0,6.0,2023-05-31,5,May,Wednesday
2188,txn_9063887,cake,5,3.0,15.0,2023-07-15,7,July,Saturday
2189,txn_5932169,salad,5,5.0,25.0,2023-11-06,11,November,Monday
2190,txn_6064282,smoothie,4,4.0,16.0,2023-10-18,10,October,Wednesday
2191,txn_9309509,tea,5,1.5,7.5,2023-11-15,11,November,Wednesday
2192,txn_5413274,smoothie,5,4.0,20.0,2023-02-10,2,February,Friday
2193,txn_5902629,cookie,3,1.0,3.0,2023-01-26,1,January,Thursday
2194,txn_2461859,sandwich,2,4.0,8.0,2023-09-23,9,September,Saturday
2195,txn_6629689,sandwich,2,4.0,8.0,2023-05-29,5,May,Monday
2196,txn_2806206,sandwich,3,4.0,12.0,2023-01-25,1,January,Wednesday
2197,txn_8900579,sandwich,3,4.0,12.0,2023-11-01,11,November,Wednesday
2198,txn_5406758,salad,5,5.0,25.0,2023-07-06,7,July,Thursday
2199,txn_2982163,coffee,4,2.0,8.0,2023-03-22,3,March,Wednesday
2200,txn_3225132,sandwich,3,4.0,12.0,2023-06-26,6,June,Monday
2201,txn_6522252,tea,2,1.5,3.0,2023-01-14,1,January,Saturday
2202,txn_5855981,juice,2,3.0,6.0,2023-11-09,11,November,Thursday
2203,txn_4802389,cake,2,3.0,6.0,2023-12-14,12,December,Thursday
2204,txn_7516790,cake,2,3.0,6.0,2023-01-08,1,January,Sunday
2206,txn_2345373,tea,3,1.5,4.5,2023-02-20,2,February,Monday
2207,txn_9372046,coffee,3,2.0,6.0,2023-04-10,4,April,Monday
2208,txn_9402270,coffee,3,2.0,6.0,2023-02-09,2,February,Thursday
2209,txn_9306229,smoothie,2,4.0,8.0,2023-09-08,9,September,Friday
2210,txn_5379179,cookie,2,1.0,2.0,2023-07-08,7,July,Saturday
2211,txn_1996318,cake,5,3.0,15.0,2023-09-04,9,September,Monday
2212,txn_2135613,smoothie,3,4.0,12.0,2023-04-06,4,April,Thursday
2213,txn_1461246,smoothie,1,4.0,4.0,2023-06-01,6,June,Thursday
2214,txn_2452624,juice,1,3.0,3.0,2023-11-10,11,November,Friday
2215,txn_1108663,juice,3,3.0,9.0,2023-08-16,8,August,Wednesday
2216,txn_5319247,sandwich,5,4.0,20.0,2023-03-02,3,March,Thursday
2217,txn_3599473,coffee,2,2.0,4.0,2023-08-29,8,August,Tuesday
2219,txn_5591145,sandwich,3,4.0,12.0,2023-08-22,8,August,Tuesday
2220,txn_9587015,salad,3,5.0,15.0,2023-06-25,6,June,Sunday
2221,txn_7997641,smoothie,2,4.0,8.0,2023-12-20,12,December,Wednesday
2223,txn_6845472,smoothie,5,4.0,20.0,2023-12-11,12,December,Monday
2224,txn_2861396,salad,5,5.0,25.0,2023-01-04,1,January,Wednesday
2225,txn_6915899,salad,3,5.0,15.0,2023-05-29,5,May,Monday
2226,txn_6211466,tea,2,1.5,3.0,2023-09-12,9,September,Tuesday
2228,txn_5198524,cake,1,3.0,3.0,2023-06-14,6,June,Wednesday
2229,txn_8498613,sandwich,2,4.0,8.0,2023-11-08,11,November,Wednesday
2230,txn_3432879,cake,5,3.0,15.0,2023-02-05,2,February,Sunday
2231,txn_6786340,coffee,5,2.0,10.0,2023-04-18,4,April,Tuesday
2232,txn_8689246,sandwich,5,4.0,20.0,2023-05-16,5,May,Tuesday
2233,txn_4536553,tea,2,1.5,3.0,2023-08-17,8,August,Thursday
2234,txn_9036067,cookie,5,1.0,5.0,2023-10-06,10,October,Friday
2235,txn_4201578,salad,5,5.0,25.0,2023-01-23,1,January,Monday
2236,txn_1249069,coffee,2,2.0,4.0,2023-01-22,1,January,Sunday
2237,txn_4068183,smoothie,4,4.0,16.0,2023-08-01,8,August,Tuesday
2238,txn_7206160,sandwich,2,4.0,8.0,2023-09-07,9,September,Thursday
2240,txn_8936663,cookie,4,1.0,4.0,2023-11-12,11,November,Sunday
2241,txn_7771434,coffee,4,2.0,8.0,2023-03-26,3,March,Sunday
2242,txn_6087494,juice,5,3.0,15.0,2023-07-05,7,July,Wednesday
2243,txn_2252121,smoothie,3,4.0,12.0,2023-02-01,2,February,Wednesday
2244,txn_5358805,coffee,5,2.0,10.0,2023-01-01,1,January,Sunday
2245,txn_2490759,smoothie,3,4.0,12.0,2023-11-19,11,November,Sunday
2246,txn_2605566,cake,2,3.0,6.0,2023-12-01,12,December,Friday
2247,txn_6691781,coffee,4,2.0,8.0,2023-09-07,9,September,Thursday
2248,txn_1730850,juice,2,3.0,6.0,2023-12-15,12,December,Friday
2249,txn_7051359,coffee,5,2.0,10.0,2023-10-30,10,October,Monday
2250,txn_2202863,salad,5,5.0,25.0,2023-07-28,7,July,Friday
2251,txn_7145672,sandwich,1,4.0,4.0,2023-10-11,10,October,Wednesday
2252,txn_5974123,sandwich,2,4.0,8.0,2023-06-25,6,June,Sunday
2253,txn_9833245,cookie,1,1.0,1.0,2023-04-30,4,April,Sunday
2255,txn_9690114,coffee,2,2.0,4.0,2023-12-01,12,December,Friday
2256,txn_7944534,tea,2,1.5,3.0,2023-10-13,10,October,Friday
2257,txn_6337312,salad,1,5.0,5.0,2023-01-11,1,January,Wednesday
2258,txn_5239202,cake,1,3.0,3.0,2023-09-14,9,September,Thursday
2259,txn_1512184,coffee,3,2.0,6.0,2023-01-28,1,January,Saturday
2261,txn_6811368,coffee,4,2.0,8.0,2023-02-18,2,February,Saturday
2262,txn_3854036,juice,3,3.0,9.0,2023-11-07,11,November,Tuesday
2263,txn_3873656,coffee,3,2.0,6.0,2023-09-30,9,September,Saturday
2264,txn_8792638,tea,3,1.5,4.5,2023-07-02,7,July,Sunday
2265,txn_7397665,salad,5,5.0,25.0,2023-11-11,11,November,Saturday
2266,txn_3493951,smoothie,5,4.0,20.0,2023-08-20,8,August,Sunday
2268,txn_1510315,coffee,3,2.0,6.0,2023-02-28,2,February,Tuesday
2269,txn_7763592,smoothie,1,4.0,4.0,2023-02-17,2,February,Friday
2270,txn_9710307,tea,2,1.5,3.0,2023-01-24,1,January,Tuesday
2271,txn_1860406,coffee,2,2.0,4.0,2023-06-17,6,June,Saturday
2272,txn_1663257,juice,3,3.0,9.0,2023-04-23,4,April,Sunday
2273,txn_2743696,cookie,1,1.0,1.0,2023-04-28,4,April,Friday
2274,txn_7640700,juice,2,3.0,6.0,2023-01-15,1,January,Sunday
2275,txn_3227186,salad,2,5.0,10.0,2023-05-05,5,May,Friday
2276,txn_7917193,cookie,3,1.0,3.0,2023-05-18,5,May,Thursday
2277,txn_2490435,cookie,1,1.0,1.0,2023-03-13,3,March,Monday
2278,txn_4698656,smoothie,4,4.0,16.0,2023-12-07,12,December,Thursday
2279,txn_3507334,juice,4,3.0,12.0,2023-05-05,5,May,Friday
2281,txn_8669012,tea,3,1.5,4.5,2023-07-26,7,July,Wednesday
2282,txn_1299959,smoothie,5,4.0,20.0,2023-06-23,6,June,Friday
2283,txn_3680047,salad,5,5.0,25.0,2023-07-16,7,July,Sunday
2284,txn_8379880,juice,3,3.0,9.0,2023-05-24,5,May,Wednesday
2285,txn_4801832,salad,2,5.0,10.0,2023-08-05,8,August,Saturday
2286,txn_3425783,juice,2,3.0,6.0,2023-06-15,6,June,Thursday
2288,txn_8878830,coffee,4,2.0,8.0,2023-10-11,10,October,Wednesday
2290,txn_8295101,tea,4,1.5,6.0,2023-10-23,10,October,Monday
2291,txn_3303114,salad,4,5.0,20.0,2023-06-18,6,June,Sunday
2292,txn_2106437,tea,1,1.5,1.5,2023-08-01,8,August,Tuesday
2293,txn_2291713,salad,4,5.0,20.0,2023-08-06,8,August,Sunday
2294,txn_7552449,cake,3,3.0,9.0,2023-05-26,5,May,Friday
2295,txn_9021000,coffee,3,2.0,6.0,2023-01-20,1,January,Friday
2296,txn_4205369,salad,5,5.0,25.0,2023-07-16,7,July,Sunday
2297,txn_4551806,tea,1,1.5,1.5,2023-01-09,1,January,Monday
2298,txn_5313211,smoothie,5,4.0,20.0,2023-05-04,5,May,Thursday
2299,txn_2282283,cookie,2,1.0,2.0,2023-02-23,2,February,Thursday
2300,txn_3193321,smoothie,3,4.0,12.0,2023-08-15,8,August,Tuesday
2301,txn_7211769,juice,1,3.0,3.0,2023-09-11,9,September,Monday
2303,txn_1653570,coffee,5,2.0,10.0,2023-10-10,10,October,Tuesday
2304,txn_3722720,salad,2,5.0,10.0,2023-06-27,6,June,Tuesday
2305,txn_7624646,smoothie,2,4.0,8.0,2023-03-24,3,March,Friday
2306,txn_6725579,tea,2,1.5,3.0,2023-02-21,2,February,Tuesday
2307,txn_4015101,sandwich,1,4.0,4.0,2023-01-18,1,January,Wednesday
2308,txn_6037712,salad,3,5.0,15.0,2023-08-10,8,August,Thursday
2309,txn_6845225,tea,4,1.5,6.0,2023-02-21,2,February,Tuesday
2310,txn_5214219,salad,4,5.0,20.0,2023-03-22,3,March,Wednesday
2311,txn_3388054,coffee,5,2.0,10.0,2023-11-13,11,November,Monday
2312,txn_5817991,smoothie,4,4.0,16.0,2023-05-24,5,May,Wednesday
2313,txn_2916247,salad,3,5.0,15.0,2023-09-03,9,September,Sunday
2314,txn_9798525,coffee,2,2.0,4.0,2023-11-05,11,November,Sunday
2315,txn_4974012,sandwich,5,4.0,20.0,2023-05-17,5,May,Wednesday
2316,txn_7644000,cake,2,3.0,6.0,2023-02-07,2,February,Tuesday
2317,txn_1482123,coffee,1,2.0,2.0,2023-06-17,6,June,Saturday
2318,txn_5622313,salad,2,5.0,10.0,2023-01-07,1,January,Saturday
2319,txn_5737831,juice,4,3.0,12.0,2023-05-15,5,May,Monday
2320,txn_3446033,cookie,3,1.0,3.0,2023-02-15,2,February,Wednesday
2321,txn_6249754,smoothie,1,4.0,4.0,2023-10-21,10,October,Saturday
2322,txn_9729280,tea,3,1.5,4.5,2023-11-06,11,November,Monday
2323,txn_9551638,salad,3,5.0,15.0,2023-06-25,6,June,Sunday
2324,txn_5158607,smoothie,4,4.0,16.0,2023-03-24,3,March,Friday
2325,txn_1045022,sandwich,4,4.0,16.0,2023-10-13,10,October,Friday
2326,txn_5818032,cookie,1,1.0,1.0,2023-04-19,4,April,Wednesday
2328,txn_5484423,coffee,2,2.0,4.0,2023-08-26,8,August,Saturday
2329,txn_4598397,coffee,4,2.0,8.0,2023-09-13,9,September,Wednesday
2330,txn_3849488,salad,1,5.0,5.0,2023-03-01,3,March,Wednesday
2331,txn_9186913,cookie,2,1.0,2.0,2023-10-16,10,October,Monday
2332,txn_9507002,smoothie,1,4.0,4.0,2023-05-08,5,May,Monday
2333,txn_4423218,cookie,3,1.0,3.0,2023-05-29,5,May,Monday
2334,txn_4851339,sandwich,1,4.0,4.0,2023-02-01,2,February,Wednesday
2335,txn_3274105,cookie,5,1.0,5.0,2023-07-28,7,July,Friday
2336,txn_2810280,smoothie,1,4.0,4.0,2023-06-25,6,June,Sunday
2337,txn_9901424,cookie,3,1.0,3.0,2023-05-30,5,May,Tuesday
2338,txn_3880417,cookie,1,1.0,1.0,2023-06-27,6,June,Tuesday
2339,txn_3756680,tea,2,1.5,3.0,2023-08-30,8,August,Wednesday
2340,txn_2334523,coffee,5,2.0,10.0,2023-08-17,8,August,Thursday
2341,txn_8611913,tea,5,1.5,7.5,2023-07-16,7,July,Sunday
2343,txn_9904091,salad,4,5.0,20.0,2023-05-20,5,May,Saturday
2345,txn_5908857,smoothie,5,4.0,20.0,2023-06-04,6,June,Sunday
2346,txn_4411172,smoothie,4,4.0,16.0,2023-07-09,7,July,Sunday
2347,txn_6841805,cake,2,3.0,6.0,2023-02-14,2,February,Tuesday
2348,txn_7800236,salad,3,5.0,15.0,2023-07-19,7,July,Wednesday
2349,txn_2413026,coffee,1,2.0,2.0,2023-04-26,4,April,Wednesday
2350,txn_9947479,smoothie,5,4.0,20.0,2023-09-27,9,September,Wednesday
2351,txn_6403859,sandwich,5,4.0,20.0,2023-03-06,3,March,Monday
2352,txn_6828371,smoothie,4,4.0,16.0,2023-10-20,10,October,Friday
2353,txn_8335965,tea,5,1.5,7.5,2023-03-21,3,March,Tuesday
2355,txn_9703722,sandwich,5,4.0,20.0,2023-01-11,1,January,Wednesday
2356,txn_6259001,tea,4,1.5,6.0,2023-01-30,1,January,Monday
